id,obstimeJST,type,geometry
nowc_20240918001500_20240918001500_liden_0,2024-09-18 09:10:07.780,4,POINT (123.539 24.554)
nowc_20240918001500_20240918001500_liden_1,2024-09-18 09:11:56.700,4,POINT (123.364 24.501)
nowc_20240918001500_20240918001500_liden_2,2024-09-18 09:14:23.820,4,POINT (123.402 24.511)
nowc_20240918001500_20240918001500_liden_3,2024-09-18 09:14:37.360,4,POINT (131.064 35.579)
nowc_20240918002500_20240918002500_liden_0,2024-09-18 09:24:35.170000,4,POINT (131.089 35.548)
nowc_20240918003500_20240918003500_liden_0,2024-09-18 09:32:50.970000,1,POINT (139.272 36.999)
nowc_20240918003500_20240918003500_liden_1,2024-09-18 09:31:14.160000,4,POINT (143.043 33.992)
nowc_20240918003500_20240918003500_liden_2,2024-09-18 09:31:39.070000,4,POINT (128.346 38.28)
nowc_20240918004500_20240918004500_liden_0,2024-09-18 09:41:26.130000,0,POINT (134.186 38.4)
nowc_20240918004500_20240918004500_liden_1,2024-09-18 09:41:45.690000,1,POINT (139.41 36.997)
nowc_20240918004500_20240918004500_liden_2,2024-09-18 09:41:45.720000,0,POINT (139.276 37.009)
nowc_20240918004500_20240918004500_liden_3,2024-09-18 09:41:26.130000,4,POINT (134.145 38.42)
nowc_20240918004500_20240918004500_liden_4,2024-09-18 09:41:45.690000,4,POINT (139.352 36.982)
nowc_20240918010500_20240918010500_liden_0,2024-09-18 10:01:22.490000,0,POINT (123.228 24.751)
nowc_20240918010500_20240918010500_liden_1,2024-09-18 10:01:22.430000,4,POINT (123.213 24.716)
nowc_20240918012500_20240918012500_liden_0,2024-09-18 10:22:37.640000,4,POINT (122.721 24.382)
nowc_20240918012500_20240918012500_liden_1,2024-09-18 10:23:55.430000,4,POINT (122.646 24.358)
nowc_20240918013500_20240918013500_liden_0,2024-09-18 10:33:23.230000,4,POINT (131.488 38.322)
nowc_20240918013500_20240918013500_liden_1,2024-09-18 10:33:23.390000,4,POINT (130.865 38.146)
nowc_20240918013500_20240918013500_liden_2,2024-09-18 10:33:23.970000,4,POINT (128.691 38.275)
nowc_20240918014500_20240918014500_liden_0,2024-09-18 10:40:56.830000,0,POINT (131.463 38.259)
