id,obstimeJST,type,geometry
nowc_20240813000000_20240813000000_liden_0,2024-08-13 08:55:03.440,1,POINT (130.043 27.228)
nowc_20240813000000_20240813000000_liden_1,2024-08-13 08:56:16.280,1,POINT (130.049 26.962)
nowc_20240813000000_20240813000000_liden_2,2024-08-13 08:56:53.230,0,POINT (130.078 26.974)
nowc_20240813000000_20240813000000_liden_3,2024-08-13 08:55:03.440,4,POINT (130.05 27.223)
nowc_20240813000000_20240813000000_liden_4,2024-08-13 08:55:49.060,4,POINT (130.121 26.999)
nowc_20240813000000_20240813000000_liden_5,2024-08-13 08:57:51.370,4,POINT (130.009 26.963)
nowc_20240813002000_20240813002000_liden_0,2024-08-13 09:15:07.370000,0,POINT (128.375 27.841)
nowc_20240813002000_20240813002000_liden_1,2024-08-13 09:15:33,0,POINT (130.095 26.885)
nowc_20240813002000_20240813002000_liden_2,2024-08-13 09:15:46.900000,0,POINT (128.62 27.796)
nowc_20240813002000_20240813002000_liden_3,2024-08-13 09:16:26.030000,1,POINT (130.12 26.909)
nowc_20240813002000_20240813002000_liden_4,2024-08-13 09:16:34.790000,0,POINT (130.049 26.889)
nowc_20240813002000_20240813002000_liden_5,2024-08-13 09:16:41.970000,0,POINT (128.378 27.83)
nowc_20240813002000_20240813002000_liden_6,2024-08-13 09:17:53.910000,1,POINT (130.094 26.911)
nowc_20240813002000_20240813002000_liden_7,2024-08-13 09:17:59.430000,1,POINT (128.619 27.809)
nowc_20240813002000_20240813002000_liden_8,2024-08-13 09:18:23.570000,0,POINT (130.033 26.883)
nowc_20240813002000_20240813002000_liden_9,2024-08-13 09:18:32.990000,0,POINT (122.685 26.039)
nowc_20240813002000_20240813002000_liden_10,2024-08-13 09:18:35.600000,1,POINT (122.64 26.048)
nowc_20240813002000_20240813002000_liden_11,2024-08-13 09:19:18.530000,0,POINT (128.601 27.84)
nowc_20240813002000_20240813002000_liden_12,2024-08-13 09:19:25.430000,0,POINT (130.083 26.887)
nowc_20240813002000_20240813002000_liden_13,2024-08-13 09:19:25.980000,1,POINT (128.366 27.824)
nowc_20240813002000_20240813002000_liden_14,2024-08-13 09:19:25.980000,0,POINT (128.327 27.877)
nowc_20240813002000_20240813002000_liden_15,2024-08-13 09:19:25.980000,0,POINT (128.371 27.82)
nowc_20240813002000_20240813002000_liden_16,2024-08-13 09:15:46.960000,4,POINT (128.551 27.8)
nowc_20240813002000_20240813002000_liden_17,2024-08-13 09:16:16.810000,4,POINT (122.617 26.034)
nowc_20240813002000_20240813002000_liden_18,2024-08-13 09:16:26.030000,4,POINT (130.113 26.915)
nowc_20240813002000_20240813002000_liden_19,2024-08-13 09:16:34.830000,4,POINT (130.051 26.891)
nowc_20240813002000_20240813002000_liden_20,2024-08-13 09:16:35.380000,4,POINT (130.026 26.879)
nowc_20240813002000_20240813002000_liden_21,2024-08-13 09:17:01.650000,4,POINT (122.651 26.046)
nowc_20240813002000_20240813002000_liden_22,2024-08-13 09:17:45.920000,4,POINT (122.644 26.051)
nowc_20240813002000_20240813002000_liden_23,2024-08-13 09:17:53.920000,4,POINT (130.085 26.893)
nowc_20240813002000_20240813002000_liden_24,2024-08-13 09:17:54.420000,4,POINT (130.086 26.938)
nowc_20240813002000_20240813002000_liden_25,2024-08-13 09:17:59.440000,4,POINT (128.58 27.796)
nowc_20240813002000_20240813002000_liden_26,2024-08-13 09:18:12.460000,4,POINT (128.388 27.836)
nowc_20240813002000_20240813002000_liden_27,2024-08-13 09:18:13.530000,4,POINT (122.655 26.04)
nowc_20240813002000_20240813002000_liden_28,2024-08-13 09:18:35.610000,4,POINT (122.62 26.055)
nowc_20240813002000_20240813002000_liden_29,2024-08-13 09:18:50.690000,4,POINT (126.452 28.697)
nowc_20240813002000_20240813002000_liden_30,2024-08-13 09:19:18.450000,4,POINT (122.663 26.037)
nowc_20240813002000_20240813002000_liden_31,2024-08-13 09:19:25.440000,4,POINT (130.066 26.879)
nowc_20240813002000_20240813002000_liden_32,2024-08-13 09:19:25.990000,4,POINT (128.356 27.841)
nowc_20240813002000_20240813002000_liden_33,2024-08-13 09:19:41.360000,4,POINT (122.557 26.096)
nowc_20240813002000_20240813002000_liden_34,2024-08-13 09:19:59.020000,4,POINT (126.452 28.696)
nowc_20240813003000_20240813003000_liden_0,2024-08-13 09:27:28.360000,0,POINT (128.399 27.788)
nowc_20240813003000_20240813003000_liden_1,2024-08-13 09:25:00.560000,4,POINT (122.663 26.025)
nowc_20240813003000_20240813003000_liden_2,2024-08-13 09:25:05.080000,4,POINT (130.132 26.91)
nowc_20240813003000_20240813003000_liden_3,2024-08-13 09:25:22.140000,4,POINT (122.663 26.025)
nowc_20240813003000_20240813003000_liden_4,2024-08-13 09:26:17.520000,4,POINT (122.597 25.982)
nowc_20240813003000_20240813003000_liden_5,2024-08-13 09:27:10.410000,4,POINT (130.098 26.864)
nowc_20240813004000_20240813004000_liden_0,2024-08-13 09:38:02.110000,1,POINT (128.381 27.771)
nowc_20240813005000_20240813005000_liden_0,2024-08-13 09:49:18.160000,0,POINT (128.912 27.467)
nowc_20240813005000_20240813005000_liden_1,2024-08-13 09:47:36.960000,4,POINT (128.914 27.465)
nowc_20240813005000_20240813005000_liden_2,2024-08-13 09:49:18.180000,4,POINT (128.92 27.466)
nowc_20240813011000_20240813011000_liden_0,2024-08-13 10:06:14.010000,1,POINT (128.973 27.431)
nowc_20240813011000_20240813011000_liden_1,2024-08-13 10:06:34.620000,0,POINT (128.973 27.421)
nowc_20240813011000_20240813011000_liden_2,2024-08-13 10:06:49.680000,0,POINT (128.982 27.436)
nowc_20240813011000_20240813011000_liden_3,2024-08-13 10:07:20.110000,0,POINT (128.99 27.418)
nowc_20240813011000_20240813011000_liden_4,2024-08-13 10:07:43.950000,0,POINT (128.967 27.432)
nowc_20240813011000_20240813011000_liden_5,2024-08-13 10:08:17.800000,1,POINT (128.977 27.426)
nowc_20240813011000_20240813011000_liden_6,2024-08-13 10:09:09.670000,1,POINT (128.983 27.419)
nowc_20240813011000_20240813011000_liden_7,2024-08-13 10:09:43.790000,1,POINT (129.018 27.433)
nowc_20240813011000_20240813011000_liden_8,2024-08-13 10:09:57.010000,0,POINT (128.97 27.428)
nowc_20240813011000_20240813011000_liden_9,2024-08-13 10:06:14.120000,4,POINT (128.93 27.398)
nowc_20240813011000_20240813011000_liden_10,2024-08-13 10:07:20.100000,4,POINT (128.99 27.415)
nowc_20240813011000_20240813011000_liden_11,2024-08-13 10:09:04.170000,4,POINT (130.044 26.681)
nowc_20240813011000_20240813011000_liden_12,2024-08-13 10:09:43.820000,4,POINT (128.973 27.436)
nowc_20240813011000_20240813011000_liden_13,2024-08-13 10:09:53.660000,4,POINT (124.95 20.006)
nowc_20240813013000_20240813013000_liden_0,2024-08-13 10:27:57.080000,0,POINT (128.024 27.823)
nowc_20240813013000_20240813013000_liden_1,2024-08-13 10:25:15.840000,4,POINT (128.026 27.839)
nowc_20240813013000_20240813013000_liden_2,2024-08-13 10:26:33.260000,4,POINT (128.023 27.82)
nowc_20240813013000_20240813013000_liden_3,2024-08-13 10:27:57.100000,4,POINT (128.014 27.817)
nowc_20240813014000_20240813014000_liden_0,2024-08-13 10:37:13.920000,4,POINT (128.039 27.851)
nowc_20240813014000_20240813014000_liden_1,2024-08-13 10:37:14.420000,4,POINT (128.038 27.844)
nowc_20240813014500_20240813014500_liden_0,2024-08-13 10:44:13.200000,4,POINT (126.25 28.558)
nowc_20240813020500_20240813020500_liden_0,2024-08-13 11:00:37.520000,4,POINT (124.666 27.991)
nowc_20240813020500_20240813020500_liden_1,2024-08-13 11:01:19.210000,4,POINT (124.676 27.975)
nowc_20240813020500_20240813020500_liden_2,2024-08-13 11:01:23.530000,4,POINT (130.226 26.651)
nowc_20240813020500_20240813020500_liden_3,2024-08-13 11:02:54.250000,4,POINT (124.593 28.017)
nowc_20240813020500_20240813020500_liden_4,2024-08-13 11:03:15.800000,4,POINT (124.721 27.979)
nowc_20240813020500_20240813020500_liden_5,2024-08-13 11:03:30.970000,4,POINT (130.247 26.78)
nowc_20240813020500_20240813020500_liden_6,2024-08-13 11:03:58.150000,4,POINT (124.685 28.007)
nowc_20240813020500_20240813020500_liden_7,2024-08-13 11:03:58.190000,4,POINT (124.728 27.829)
nowc_20240813021500_20240813021500_liden_0,2024-08-13 11:14:12.630000,0,POINT (127.834 28.065)
nowc_20240813021500_20240813021500_liden_1,2024-08-13 11:11:10.220000,4,POINT (124.688 27.971)
nowc_20240813021500_20240813021500_liden_2,2024-08-13 11:11:10.360000,4,POINT (124.537 28.039)
nowc_20240813021500_20240813021500_liden_3,2024-08-13 11:13:19.830000,4,POINT (124.705 27.974)
nowc_20240813021500_20240813021500_liden_4,2024-08-13 11:14:12.640000,4,POINT (127.824 28.068)
nowc_20240813022500_20240813022500_liden_0,2024-08-13 11:22:56.790000,4,POINT (124.739 27.939)
nowc_20240813022500_20240813022500_liden_1,2024-08-13 11:23:24.550000,4,POINT (136.452 25.109)
nowc_20240813023500_20240813023500_liden_0,2024-08-13 11:32:29.040000,1,POINT (127.791 28.018)
nowc_20240813023500_20240813023500_liden_1,2024-08-13 11:30:13.230000,4,POINT (125.054 27.584)
nowc_20240813023500_20240813023500_liden_2,2024-08-13 11:31:49.410000,4,POINT (125.085 27.638)
