id,obstimeJST,type,geometry
nowc_20240808001500_20240808001500_liden_0,2024-08-08 09:11:43.210,1,POINT (129.884 29.042)
nowc_20240808001500_20240808001500_liden_1,2024-08-08 09:14:27.110,1,POINT (130.357 29.199)
nowc_20240808001500_20240808001500_liden_2,2024-08-08 09:10:41.300,4,POINT (124.245 35.829)
nowc_20240808001500_20240808001500_liden_3,2024-08-08 09:11:00.240,4,POINT (130.318 29.196)
nowc_20240808001500_20240808001500_liden_4,2024-08-08 09:11:37.370,4,POINT (131.901 22.43)
nowc_20240808001500_20240808001500_liden_5,2024-08-08 09:12:21.500,4,POINT (130.359 29.171)
nowc_20240808001500_20240808001500_liden_6,2024-08-08 09:12:55.430,4,POINT (131.362 22.834)
nowc_20240808001500_20240808001500_liden_7,2024-08-08 09:13:10.740,4,POINT (131.94 22.386)
nowc_20240808001500_20240808001500_liden_8,2024-08-08 09:14:01.630,4,POINT (126.463 36.146)
nowc_20240808001500_20240808001500_liden_9,2024-08-08 09:14:19.860,4,POINT (131.941 22.399)
nowc_20240808001500_20240808001500_liden_10,2024-08-08 09:14:30.380,4,POINT (131.368 22.831)
nowc_20240808001500_20240808001500_liden_11,2024-08-08 09:14:33.040,4,POINT (126.475 36.165)
nowc_20240808002500_20240808002500_liden_0,2024-08-08 09:22:30.270000,0,POINT (131.452 22.793)
nowc_20240808002500_20240808002500_liden_1,2024-08-08 09:20:58.470000,4,POINT (131.951 22.401)
nowc_20240808002500_20240808002500_liden_2,2024-08-08 09:21:10.010000,4,POINT (131.006 38.647)
nowc_20240808002500_20240808002500_liden_3,2024-08-08 09:21:14.480000,4,POINT (125.185 36.041)
nowc_20240808002500_20240808002500_liden_4,2024-08-08 09:21:42.030000,4,POINT (125.359 36.101)
nowc_20240808002500_20240808002500_liden_5,2024-08-08 09:21:53.100000,4,POINT (125.116 36.202)
nowc_20240808002500_20240808002500_liden_6,2024-08-08 09:22:05.490000,4,POINT (125.368 36.081)
nowc_20240808002500_20240808002500_liden_7,2024-08-08 09:22:30.220000,4,POINT (131.44 22.822)
nowc_20240808002500_20240808002500_liden_8,2024-08-08 09:22:42,4,POINT (130.683 23.046)
nowc_20240808002500_20240808002500_liden_9,2024-08-08 09:23:23.180000,4,POINT (131.884 22.336)
nowc_20240808002500_20240808002500_liden_10,2024-08-08 09:23:42.430000,4,POINT (129.725 29.055)
nowc_20240808002500_20240808002500_liden_11,2024-08-08 09:24:47.810000,4,POINT (125.375 36.103)
nowc_20240808003000_20240808003000_liden_0,2024-08-08 09:25:53.320000,4,POINT (125.419 36.112)
nowc_20240808003000_20240808003000_liden_1,2024-08-08 09:26:45.630000,4,POINT (125.439 36.081)
nowc_20240808003000_20240808003000_liden_2,2024-08-08 09:27:58.720000,4,POINT (131.422 22.784)
nowc_20240808003000_20240808003000_liden_3,2024-08-08 09:27:59.240000,4,POINT (131.468 22.817)
nowc_20240808003000_20240808003000_liden_4,2024-08-08 09:28:42.900000,4,POINT (132.614 22.779)
nowc_20240808003000_20240808003000_liden_5,2024-08-08 09:29:55.780000,4,POINT (125.4 36.069)
nowc_20240808004000_20240808004000_liden_0,2024-08-08 09:38:59.040000,0,POINT (129.918 29.06)
nowc_20240808004000_20240808004000_liden_1,2024-08-08 09:39:39.010000,0,POINT (129.913 29.065)
nowc_20240808004000_20240808004000_liden_2,2024-08-08 09:35:32.920000,4,POINT (125.447 36.091)
nowc_20240808004000_20240808004000_liden_3,2024-08-08 09:35:40.640000,4,POINT (130.249 29.067)
nowc_20240808004000_20240808004000_liden_4,2024-08-08 09:38:58.760000,4,POINT (125.434 36.03)
nowc_20240808004000_20240808004000_liden_5,2024-08-08 09:38:58.980000,4,POINT (129.901 29.058)
nowc_20240808004000_20240808004000_liden_6,2024-08-08 09:39:20.750000,4,POINT (130.253 29.044)
nowc_20240808005000_20240808005000_liden_0,2024-08-08 09:45:02.770000,0,POINT (129.8 29.009)
nowc_20240808005000_20240808005000_liden_1,2024-08-08 09:46:16.450000,0,POINT (130.33 29.055)
nowc_20240808005000_20240808005000_liden_2,2024-08-08 09:46:22.530000,0,POINT (129.798 29.01)
nowc_20240808005000_20240808005000_liden_3,2024-08-08 09:46:56.230000,0,POINT (129.781 29.006)
nowc_20240808005000_20240808005000_liden_4,2024-08-08 09:49:52.130000,1,POINT (129.799 28.933)
nowc_20240808005000_20240808005000_liden_5,2024-08-08 09:45:18.780000,4,POINT (132.65 22.551)
nowc_20240808005000_20240808005000_liden_6,2024-08-08 09:45:20.260000,4,POINT (132.649 22.549)
nowc_20240808005000_20240808005000_liden_7,2024-08-08 09:45:38.090000,4,POINT (125.444 36.025)
nowc_20240808005000_20240808005000_liden_8,2024-08-08 09:46:01.410000,4,POINT (123.739 25.511)
nowc_20240808005000_20240808005000_liden_9,2024-08-08 09:46:01.740000,4,POINT (123.765 25.423)
nowc_20240808005000_20240808005000_liden_10,2024-08-08 09:46:01.870000,4,POINT (123.852 25.498)
nowc_20240808005000_20240808005000_liden_11,2024-08-08 09:47:34.580000,4,POINT (130.348 29.043)
nowc_20240808005000_20240808005000_liden_12,2024-08-08 09:48:47.180000,4,POINT (130.345 29.046)
nowc_20240808005000_20240808005000_liden_13,2024-08-08 09:49:02.010000,4,POINT (129.836 28.903)
